Temperature,Relative_Humidity,Wind_Speed,Soil_Temperature,Soil_Moisture,CAUTION
25.08,88,5.07,24.86,0.29,0
24.79,89,5.07,24.60,0.29,0
24.57,87,5.39,24.38,0.29,0
24.40,87,5.65,24.15,0.29,0
24.34,87,5.60,23.96,0.29,0
24.86,87,5.06,23.85,0.29,0
27.27,82,5.06,24.09,0.29,0
28.86,76,4.80,24.80,0.29,0
30.00,72,2.20,25.58,0.29,0
31.01,69,0.00,26.46,0.29,1
30.67,68,2.15,27.14,0.29,0
29.95,76,3.50,27.44,0.29,0
28.77,83,3.25,27.57,0.29,0
29.35,80,3.96,27.68,0.29,0
29.65,75,4.06,27.92,0.29,0
29.99,73,4.00,28.20,0.29,0
29.64,74,3.73,28.35,0.29,0
28.67,79,3.20,28.29,0.29,0
27.74,82,2.93,27.86,0.28,0
27.24,83,3.50,27.10,0.29,0
26.89,84,4.80,26.51,0.29,0
26.47,84,5.62,26.01,0.29,0
26.05,84,5.39,25.56,0.29,0
25.85,84,5.17,25.34,0.29,0
25.46,84,5.29,25.10,0.29,0
25.02,85,5.29,24.85,0.29,0
24.77,85,4.43,24.60,0.29,0
24.54,85,4.30,24.35,0.29,0
24.29,85,4.47,24.12,0.28,0
24.46,89,4.72,23.94,0.28,0
26.61,90,4.14,24.10,0.28,0
28.87,77,6.08,24.80,0.29,0
30.31,72,4.98,25.63,0.29,0
31.22,69,3.74,26.52,0.29,1
30.91,67,3.22,27.19,0.29,0
29.58,75,2.62,27.64,0.29,1
31.23,78,2.46,28.13,0.29,1
30.67,75,3.04,28.49,0.29,0
30.87,71,2.74,28.83,0.29,0
30.75,67,2.29,29.06,0.29,0
30.31,70,1.07,29.16,0.29,0
29.06,76,1.79,29.04,0.29,0
28.09,79,2.13,28.58,0.29,0
27.36,82,5.25,27.61,0.29,0
27.00,83,6.67,26.85,0.29,0
26.65,84,6.92,26.25,0.29,0
26.06,85,6.35,25.69,0.30,0
25.47,93,2.60,25.94,0.28,0
25.06,94,2.90,25.64,0.28,0
24.70,96,3.08,25.35,0.28,0
24.43,96,2.97,25.08,0.28,0
24.28,94,3.67,24.82,0.28,0
24.21,95,4.32,24.58,0.28,0
24.87,93,5.40,24.42,0.28,0
27.22,50,7.0,20.64,0.28,1
28.87,80,5.77,25.12,0.28,0
29.09,83,5.40,25.52,0.28,1
28.52,85,4.80,25.77,0.30,0
28.16,82,4.69,25.98,0.30,1
27.93,82,4.58,26.35,0.30,0
29.17,79,4.51,26.61,0.30,0
29.40,77,4.10,26.94,0.29,1
29.32,76,3.26,27.21,0.29,0
29.17,76,2.52,27.40,0.29,0
29.13,77,1.94,27.51,0.29,0
27.93,81,1.80,27.49,0.29,0
28.09,79,2.88,28.58,0.29,0
27.46,82,3.71,28.10,0.28,0
27.05,84,4.33,27.68,0.28,0
26.71,85,4.51,27.31,0.28,0
26.41,86,4.90,27.00,0.28,0
26.20,87,5.09,26.71,0.28,0
26.24,87,5.04,26.51,0.28,0
25.91,88,5.86,26.32,0.28,0
25.73,88,6.73,26.10,0.28,0
25.61,88,6.12,25.87,0.28,0
25.42,89,6.37,25.66,0.28,0
25.31,90,6.64,25.51,0.28,0
26.04,89,5.86,25.48,0.28,0
28.45,80,4.90,25.69,0.28,0
30.11,76,3.22,26.24,0.28,0
30.01,83,3.26,26.67,0.29,0
29.83,84,3.96,26.96,0.30,1
28.69,81,4.02,27.14,0.30,0
28.31,81,4.45,27.38,0.30,0
29.14,43,7.01,31.57,0.22,1
29.21,85,4.68,27.74,0.30,0
27.96,82,5.00,28.03,0.30,0
28.27,85,4.90,28.06,0.30,0
27.41,91,5.32,27.96,0.29,0
27.06,93,5.41,27.85,0.29,0
27.04,55,5.0,35.64,0.15,1
26.79,93,3.08,27.40,0.28,0
26.52,94,3.10,27.11,0.28,0
26.13,96,4.80,26.83,0.28,0
25.57,99,7.34,26.55,0.28,0
25.48,98,7.99,26.36,0.28,0
25.41,97,8.05,26.23,0.28,0
25.30,97,8.21,26.09,0.28,0
25.10,97,7.63,25.95,0.28,0
24.82,98,7.57,25.80,0.28,0
24.97,97,7.73,25.66,0.28,0
26.32,93,7.99,25.69,0.28,0
28.23,81,7.70,25.98,0.28,0
29.52,74,8.09,26.46,0.28,1
30.22,70,8.40,27.07,0.28,1
30.59,68,8.85,27.65,0.28,1
30.74,68,9.50,28.24,0.27,1
30.57,68,9.98,28.68,0.27,1
30.37,69,10.83,29.05,0.27,1
30.00,70,10.83,29.30,0.27,0
29.40,72,10.50,29.39,0.27,0
28.67,76,9.57,29.33,0.27,0
27.44,82,8.09,29.09,0.27,0
26.54,94,1.08,27.30,0.30,0
26.06,96,1.44,26.93,0.30,0
25.63,97,2.28,26.56,0.30,0
25.46,98,3.55,26.18,0.29,0
25.26,37,6.55,27.91,0.19,1
25.16,97,5.86,25.78,0.29,0
25.00,97,6.52,25.67,0.29,0
24.83,97,6.48,25.55,0.29,0
24.68,97,7.20,25.43,0.29,0
24.59,97,7.20,25.32,0.29,0
24.49,97,7.20,25.21,0.29,0
24.53,97,7.56,25.11,0.29,0
25.22,95,7.57,25.13,0.28,0
27.31,90,7.77,25.36,0.28,0
28.73,85,7.29,25.70,0.28,0
28.04,84,6.76,25.87,0.29,0
28.12,84,7.29,26.08,0.29,0
27.85,85,6.99,26.21,0.29,0
27.79,85,6.61,26.31,0.29,0
28.03,85,6.64,26.49,0.30,0
27.66,85,6.37,26.59,0.30,0
27.30,87,5.99,26.80,0.30,0
27.73,87,5.32,26.91,0.30,0
26.86,89,4.69,26.85,0.30,0
27.41,90,0.36,27.66,0.30,0
27.27,92,1.48,27.48,0.30,0
27.17,93,2.62,27.34,0.29,0
26.95,92,3.08,27.15,0.29,0
26.74,93,3.88,26.96,0.29,0
26.68,94,4.02,26.80,0.29,0
26.40,94,5.00,26.64,0.29,0
25.76,96,5.80,26.35,0.29,0
25.49,95,5.12,26.07,0.29,0
25.33,94,4.84,25.82,0.29,0
25.21,93,4.61,25.59,0.28,0
25.50,34,5.12,27.41,0.23,1
27.46,90,4.58,25.53,0.28,0
28.93,32,5.39,30.88,0.24,1
29.34,85,3.55,26.12,0.29,0
28.52,60,5.76,35.34,0.20,1
28.72,81,4.10,26.50,0.30,0
28.19,81,4.55,26.79,0.30,0
29.30,79,3.88,27.00,0.30,0
29.12,78,3.89,27.27,0.30,0
29.76,82,3.26,27.46,0.30,1
28.28,89,3.26,27.60,0.29,0
28.95,82,4.02,27.64,0.29,0
28.04,86,5.35,27.60,0.29,0
27.85,92,6.64,27.93,0.31,0
27.51,92,7.17,27.67,0.30,0
27.24,92,7.57,27.43,0.30,0
26.97,92,8.23,27.17,0.30,0
26.73,92,8.21,26.93,0.30,0
26.44,91,7.99,26.69,0.30,0
26.06,91,9.06,26.45,0.30,0
25.39,42,10.14,28.20,0.18,1
24.97,91,9.42,25.92,0.29,0
24.47,92,9.03,25.62,0.29,0
24.15,93,9.42,25.38,0.29,0
24.52,92,9.00,25.18,0.29,0
25.91,23,7.95,28.17,0.21,1
27.89,84,8.40,25.38,0.29,0
29.09,78,8.05,25.70,0.29,0
30.77,70,7.42,26.27,0.22,0
31.91,66,7.86,26.95,0.22,0
32.28,64,7.57,27.60,0.22,0
31.28,69,6.48,27.93,0.22,0
31.27,68,6.57,28.17,0.22,0
30.93,71,7.29,28.33,0.22,0
30.16,75,7.57,28.41,0.28,0
29.47,81,7.90,28.46,0.28,0
28.77,85,8.89,28.35,0.28,0
28.65,84,12.90,29.59,0.28,0
28.05,87,11.89,29.12,0.28,0
27.93,87,10.30,28.74,0.28,0
27.74,87,9.00,28.38,0.28,0
27.54,87,7.92,28.08,0.28,0
27.01,88,7.77,27.81,0.28,0
26.64,88,7.57,27.58,0.28,0
26.23,87,7.41,27.35,0.28,0
25.86,87,6.03,27.14,0.28,0
25.71,87,5.05,26.90,0.28,0
25.68,87,5.69,26.71,0.28,0
25.86,47,7.29,28.51,0.22,1
27.00,87,9.67,26.48,0.28,0
28.90,49,11.20,29.64,0.23,1
30.27,74,10.80,27.03,0.28,1
30.88,71,9.69,27.47,0.27,1
30.49,73,9.42,27.86,0.27,1
30.18,80,9.78,27.98,0.27,1
30.98,69,10.54,28.19,0.27,1
31.35,86,41.17,23.48,0.26,0
31.05,68,10.24,28.63,0.27,1
30.48,73,9.42,28.69,0.27,1
29.99,80,8.47,28.68,0.27,1
28.76,83,8.23,28.54,0.27,1
29.68,81,12.73,29.85,0.27,1
29.20,82,12.18,29.45,0.27,0
28.82,83,10.97,29.11,0.27,0
28.44,83,9.83,28.75,0.27,0
27.79,84,9.03,28.45,0.27,0
27.01,86,8.23,28.14,0.27,0
26.46,85,7.79,27.88,0.27,0
25.93,85,7.93,27.59,0.27,0
25.46,85,8.40,27.31,0.27,0
24.98,84,9.18,27.02,0.27,0
24.13,85,10.32,26.69,0.27,0
24.03,86,10.19,26.35,0.27,0
27.09,84,7.39,26.31,0.27,0
30.67,69,8.50,26.65,0.27,1
32.27,64,9.09,27.16,0.27,1
33.24,60,9.79,27.78,0.27,1
31.12,70,10.46,28.07,0.27,1
31.15,72,8.91,28.28,0.27,1
34.22,57,9.18,28.89,0.27,1
34.49,55,7.90,29.46,0.27,1
34.49,56,5.69,29.91,0.26,1
34.10,87,4.55,22.22,0.3,0
33.25,63,3.60,30.36,0.26,1
31.50,70,3.10,30.32,0.26,1
30.18,89,3.15,25.59,0.32,0
29.09,57,9.01,38.84,0.23,1
28.00,80,9.98,28.13,0.27,0
26.56,85,11.53,27.41,0.27,0
25.41,48,11.97,27.76,0.23,1
24.69,89,12.23,26.47,0.27,0
24.20,89,11.46,26.19,0.27,0
24.66,85,12.48,25.96,0.27,0
25.31,81,12.98,25.84,0.27,0
25.30,80,12.74,25.75,0.27,0
25.12,80,13.32,25.63,0.27,0
24.99,81,13.58,25.50,0.27,0
25.30,24,12.59,30.40,0.2,1
27.85,80,13.53,25.82,0.27,0
31.25,80,7.53,26.62,0.27,0
33.29,60,12.98,27.69,0.27,1
33.33,58,13.48,28.64,0.27,1
31.74,63,13.28,28.81,0.27,1
30.42,71,11.99,28.80,0.27,1
29.38,81,10.50,28.73,0.27,1
29.26,84,10.97,28.65,0.27,1
29.72,76,11.84,28.61,0.27,1
29.72,76,11.63,28.58,0.26,1
28.37,81,10.95,28.48,0.26,1
27.42,84,11.09,28.20,0.26,1
26.31,85,12.98,27.56,0.27,0
25.25,86,14.19,26.96,0.27,0
24.27,86,14.40,26.40,0.27,0
23.46,87,13.68,25.87,0.27,0
22.97,87,13.10,25.55,0.27,0
23.27,85,12.03,25.28,0.27,0
23.47,83,10.74,25.07,0.27,0
24.01,81,10.46,24.92,0.27,0
23.85,82,10.80,24.77,0.27,0
23.34,85,10.30,24.61,0.27,0
23.62,86,9.45,24.40,0.27,0
26.72,84,8.16,24.53,0.26,0
29.77,72,8.89,25.25,0.27,0
31.25,67,8.91,26.08,0.27,0
32.36,63,7.97,27.01,0.27,1
33.07,62,6.61,27.89,0.27,1
32.28,63,4.90,28.37,0.27,1
33.48,57,5.41,28.94,0.27,1
33.46,56,6.03,29.49,0.27,1
33.20,56,7.10,29.88,0.26,1
32.65,57,8.85,30.11,0.26,0
31.77,63,10.64,30.16,0.26,1
29.81,70,11.44,29.94,0.26,1
28.61,74,11.77,29.39,0.26,0
27.58,78,10.59,28.26,0.26,0
26.78,81,11.97,27.28,0.27,0
26.01,82,11.16,26.38,0.27,0
25.18,84,9.83,25.59,0.27,0
23.95,88,9.03,25.25,0.27,0
23.05,90,9.50,24.95,0.27,0
22.25,31,10.44,28.64,0.23,0
21.57,62,7.51,29.33,0.26,1
21.09,91,10.38,24.00,0.27,0
20.73,91,10.69,23.69,0.27,0
21.01,89,10.99,23.39,0.27,0
24.77,84,10.14,23.44,0.26,0
29.02,71,9.03,24.43,0.27,0
30.90,67,9.35,25.54,0.27,0
32.26,62,7.56,26.73,0.26,1
33.17,28,4.55,22.86,0.29,0
33.69,57,3.42,28.64,0.26,1
33.78,56,4.38,29.29,0.26,1
33.55,56,4.51,29.84,0.26,1
33.06,57,4.84,30.20,0.26,1
32.36,59,4.51,30.40,0.26,1
31.28,66,4.55,30.40,0.26,1
29.23,76,5.05,30.14,0.26,0
28.16,81,4.02,29.61,0.26,0
27.48,83,5.94,28.49,0.26,0
27.01,86,6.62,27.59,0.27,0
26.53,86,7.75,26.85,0.27,0
26.17,86,8.37,26.27,0.27,0
25.79,37,8.29,28.10,0.22,1
25.45,87,8.91,25.94,0.27,0
24.21,90,8.40,25.73,0.27,0
23.56,91,8.21,25.43,0.27,0
22.96,91,7.99,25.13,0.27,0
22.47,91,7.79,24.84,0.27,0
22.65,89,7.49,24.57,0.27,0
25.82,45,5.63,27.60,0.27,0
29.28,72,5.45,25.28,0.27,1
30.85,68,4.32,26.13,0.27,1
31.89,65,3.71,27.08,0.27,1
32.62,63,4.10,28.01,0.26,1
32.95,61,4.45,28.73,0.26,1
33.03,80,4.69,22.33,0.28,0
32.81,60,4.33,29.84,0.26,1
32.37,60,3.76,30.19,0.26,1
31.72,62,3.32,30.37,0.26,1
30.79,68,4.10,30.36,0.26,1
28.92,76,4.21,30.09,0.26,0
27.88,81,5.05,29.54,0.26,0
27.43,84,4.39,28.41,0.26,0
27.00,87,5.24,27.42,0.27,0
26.62,89,5.41,26.54,0.27,0
26.11,92,5.35,25.81,0.28,0
25.63,90,6.41,25.54,0.27,0
25.03,91,6.37,25.28,0.27,0
24.44,91,6.37,25.02,0.27,0
23.87,91,5.86,24.77,0.27,0
23.17,92,6.37,24.51,0.27,0
22.65,93,5.86,24.26,0.27,0
23.19,90,6.41,24.03,0.27,0
26.18,87,5.12,24.16,0.27,0
29.02,56,7.69,28.01,0.23,1
30.43,72,4.02,25.99,0.27,0
31.44,69,4.33,27.03,0.27,1
32.02,65,4.35,27.98,0.27,1
32.31,62,4.33,28.65,0.26,1
32.38,61,5.51,29.21,0.26,1
32.14,62,6.44,29.69,0.26,1
31.66,63,7.10,30.00,0.26,1
30.87,66,6.70,30.14,0.26,1
29.82,69,6.79,30.08,0.26,1
27.95,77,5.63,29.76,0.26,0
26.96,81,4.21,29.19,0.26,0
26.66,83,5.01,28.09,0.26,0
26.40,86,3.67,27.13,0.27,0
26.23,38,7.81,27.25,0.25,1
25.76,32,8.24,28.53,0.24,1
25.14,92,6.84,25.23,0.27,0
24.61,93,7.93,24.96,0.27,0
24.12,93,8.67,24.66,0.27,0
23.59,94,9.01,24.41,0.27,0
23.05,95,9.36,24.16,0.27,0
22.56,95,9.72,23.93,0.27,0
22.96,94,11.17,23.73,0.27,0
25.86,50,11.17,28.86,0.27,0
28.34,80,11.16,24.70,0.27,0
31.02,93,8.48,29.67,0.32,0
31.36,67,10.00,26.72,0.27,0
32.25,63,10.50,27.74,0.27,1
32.64,62,12.31,28.48,0.26,1
32.58,62,14.21,29.10,0.26,1
32.16,65,14.87,29.61,0.26,1
31.64,67,15.63,29.94,0.26,0
30.57,70,15.33,30.07,0.26,1
28.97,76,13.71,29.97,0.26,1
27.59,83,12.18,29.62,0.26,0
26.85,86,11.77,29.09,0.26,0
26.46,89,10.38,28.57,0.26,0
26.25,90,9.42,28.07,0.26,0
25.95,71,9.00,27.57,0.26,1
25.45,94,9.11,27.13,0.26,0
25.43,93,2.60,25.94,0.28,0
25.02,94,2.90,25.64,0.28,0
24.66,96,3.08,25.35,0.28,0
24.39,96,2.97,25.08,0.28,0
24.24,94,3.67,24.82,0.28,0
24.17,95,4.32,24.58,0.28,0
24.83,93,5.40,24.42,0.28,0
27.18,87,5.76,24.64,0.28,0
28.83,80,5.77,25.12,0.28,0
29.05,63,8.40,27.52,0.28,1
28.48,85,4.80,25.77,0.30,0
28.12,82,4.69,25.98,0.30,0
27.89,82,4.58,26.35,0.30,0
29.13,79,4.51,26.61,0.30,0
29.36,77,4.10,26.94,0.29,1
29.28,76,3.26,27.21,0.29,0
29.13,76,2.52,27.40,0.29,0
29.09,77,1.94,27.51,0.29,0
27.89,81,1.80,27.49,0.29,0
28.05,79,2.88,28.58,0.29,0
27.42,82,3.71,28.10,0.28,0
27.01,84,4.33,27.68,0.28,0
26.67,85,4.51,27.31,0.28,0
26.37,86,4.90,27.00,0.28,0
26.16,87,5.09,26.71,0.28,0
26.20,87,5.04,26.51,0.28,0
25.87,88,5.86,26.32,0.28,0
25.69,88,6.73,26.10,0.28,0
25.57,88,6.12,25.87,0.28,0
25.38,89,6.37,25.66,0.28,0
25.27,90,6.64,25.51,0.28,0
26.00,89,5.86,25.48,0.28,0
28.41,80,4.90,25.69,0.28,0
30.07,76,3.22,26.24,0.28,0
29.97,83,3.26,26.67,0.29,0
29.79,84,3.96,26.96,0.30,0
28.65,81,4.02,27.14,0.30,0
28.27,81,4.45,27.38,0.30,0
29.10,83,5.01,27.57,0.30,0
29.17,85,4.68,27.74,0.30,0
27.92,82,5.00,28.03,0.30,0
28.23,85,4.90,28.06,0.30,0
27.37,91,5.32,27.96,0.29,0
27.02,93,5.41,27.85,0.29,0
27.00,93,3.67,27.64,0.28,0
26.75,93,3.08,27.40,0.28,0
26.48,94,3.10,27.11,0.28,0
26.09,96,4.80,26.83,0.28,0
25.53,99,7.34,26.55,0.28,0
25.44,98,7.99,26.36,0.28,0
25.37,97,8.05,26.23,0.28,0
25.26,97,8.21,26.09,0.28,0
25.06,97,7.63,25.95,0.28,0
24.78,98,7.57,25.80,0.28,0
24.93,97,7.73,25.66,0.28,0
26.28,93,7.99,25.69,0.28,0
28.19,81,7.70,25.98,0.28,0
29.48,74,8.09,26.46,0.28,0
30.18,70,8.40,27.07,0.28,1
30.55,68,8.85,27.65,0.28,1
30.70,68,9.50,28.24,0.27,1
30.53,68,9.98,28.68,0.27,1
30.33,69,10.83,29.05,0.27,1
29.96,70,10.83,29.30,0.27,0
29.36,72,10.50,29.39,0.27,0
28.63,76,9.57,29.33,0.27,0
27.40,82,8.09,29.09,0.27,0
26.50,94,1.08,27.30,0.30,0
26.02,96,1.44,26.93,0.30,0
25.59,97,2.28,26.56,0.30,0
25.42,98,3.55,26.18,0.29,0
25.22,98,4.55,25.91,0.29,0
25.12,97,5.86,25.78,0.29,0
24.96,97,6.52,25.67,0.29,0
24.79,97,6.48,25.55,0.29,0
24.64,97,7.20,25.43,0.29,0
24.55,97,7.20,25.32,0.29,0
24.45,97,7.20,25.21,0.29,0
24.49,97,7.56,25.11,0.29,0
25.18,95,7.57,25.13,0.28,0
27.27,90,7.77,25.36,0.28,0
28.69,85,7.29,25.70,0.28,0
28.00,84,6.76,25.87,0.29,0
28.08,84,7.29,26.08,0.29,0
27.81,85,6.99,26.21,0.29,0
27.75,85,6.61,26.31,0.29,0
27.99,85,6.64,26.49,0.30,0
27.62,85,6.37,26.59,0.30,0
27.26,87,5.99,26.80,0.30,0
27.69,87,5.32,26.91,0.30,0
26.82,89,4.69,26.85,0.30,0
27.37,90,0.36,27.66,0.30,0
27.23,92,1.48,27.48,0.30,0
27.13,93,2.62,27.34,0.29,0
26.91,92,3.08,27.15,0.29,0
26.70,93,3.88,26.96,0.29,0
26.64,94,4.02,26.80,0.29,0
26.36,94,5.00,26.64,0.29,0
25.72,96,5.80,26.35,0.29,0
25.45,95,5.12,26.07,0.29,0
25.29,94,4.84,25.82,0.29,0
25.17,93,4.61,25.59,0.28,0
25.46,94,5.12,25.41,0.28,0
27.42,90,4.58,25.53,0.28,0
28.89,82,4.39,25.88,0.28,0
29.30,85,3.55,26.12,0.29,0
28.48,85,3.76,26.34,0.30,0
28.68,81,4.10,26.50,0.30,0
28.15,81,4.55,26.79,0.30,0
29.26,79,3.88,27.00,0.30,0
29.08,78,3.89,27.27,0.30,0
29.72,82,3.26,27.46,0.30,0
28.24,89,3.26,27.60,0.29,0
28.91,82,4.02,27.64,0.29,0
28.00,86,5.35,27.60,0.29,0
27.81,92,6.64,27.93,0.31,0
27.47,92,7.17,27.67,0.30,0
27.20,92,7.57,27.43,0.30,0
26.93,92,8.23,27.17,0.30,0
26.69,92,8.21,26.93,0.30,0
26.40,91,7.99,26.69,0.30,0
26.02,91,9.06,26.45,0.30,0
25.35,92,10.14,26.20,0.30,0
24.93,91,9.42,25.92,0.29,0
24.43,92,9.03,25.62,0.29,0
24.11,93,9.42,25.38,0.29,0
24.48,92,9.00,25.18,0.29,0
25.87,93,7.95,25.17,0.29,0
27.85,84,8.40,25.38,0.29,0
29.05,78,8.05,25.70,0.29,0
30.73,70,7.42,26.27,0.29,1
31.87,66,7.86,26.95,0.29,1
32.24,64,7.57,27.60,0.29,1
31.24,69,6.48,27.93,0.28,1
31.23,68,6.57,28.17,0.28,1
30.89,71,7.29,28.33,0.28,1
30.12,75,7.57,28.41,0.28,1
29.43,81,7.90,28.46,0.28,0
28.73,85,8.89,28.35,0.28,0
28.61,84,12.90,29.59,0.28,0
28.01,87,11.89,29.12,0.28,0
27.89,87,10.30,28.74,0.28,0
27.70,87,9.00,28.38,0.28,0
27.50,87,7.92,28.08,0.28,0
26.97,88,7.77,27.81,0.28,0
26.60,88,7.57,27.58,0.28,0
26.19,87,7.41,27.35,0.28,0
25.82,87,6.03,27.14,0.28,0
25.67,87,5.05,26.90,0.28,0
25.64,87,5.69,26.71,0.28,0
25.82,87,7.29,26.51,0.28,0
26.96,87,9.67,26.48,0.28,0
28.86,79,11.20,26.64,0.28,0
30.23,74,10.80,27.03,0.28,1
30.84,71,9.69,27.47,0.27,1
30.45,73,9.42,27.86,0.27,1
30.14,80,9.78,27.98,0.27,1
30.94,69,10.54,28.19,0.27,1
31.31,66,11.17,28.48,0.27,1
31.01,68,10.24,28.63,0.27,1
30.44,73,9.42,28.69,0.27,1
29.95,80,8.47,28.68,0.27,1
28.72,83,8.23,28.54,0.27,0
29.64,81,12.73,29.85,0.27,0
29.16,82,12.18,29.45,0.27,0
28.78,83,10.97,29.11,0.27,0
28.40,83,9.83,28.75,0.27,0
27.75,84,9.03,28.45,0.27,0
26.97,86,8.23,28.14,0.27,0
26.42,85,7.79,27.88,0.27,0
25.89,85,7.93,27.59,0.27,0
25.42,85,8.40,27.31,0.27,0
24.94,84,9.18,27.02,0.27,0
24.09,85,10.32,26.69,0.27,0
23.99,86,10.19,26.35,0.27,0
27.05,84,7.39,26.31,0.27,0
30.63,69,8.50,26.65,0.27,1
32.23,64,9.09,27.16,0.27,1
33.20,60,9.79,27.78,0.27,1
31.08,70,10.46,28.07,0.27,1
31.11,72,8.91,28.28,0.27,1
34.18,57,9.18,28.89,0.27,1
34.45,55,7.90,29.46,0.27,1
34.45,56,5.69,29.91,0.26,1
34.06,57,4.55,30.22,0.26,1
33.21,63,3.60,30.36,0.26,1
31.46,70,3.10,30.32,0.26,1
30.14,74,6.15,29.59,0.27,1
29.48,76,7.07,29.24,0.27,1
28.84,77,7.24,28.93,0.27,0
27.87,80,7.92,28.58,0.27,0
26.65,83,8.31,28.19,0.27,0
25.64,85,8.43,27.77,0.27,0
25.01,85,10.69,27.41,0.27,0
24.28,85,11.75,27.04,0.27,0
23.81,84,12.23,26.69,0.27,0
23.59,82,12.50,26.34,0.27,0
23.46,81,13.04,26.03,0.27,0
23.62,82,13.39,25.73,0.27,0
26.48,82,13.18,25.69,0.27,0
30.35,68,14.48,26.01,0.26,1
32.13,61,17.34,26.52,0.26,1
32.99,58,17.38,27.13,0.26,1
33.71,57,16.08,27.76,0.26,1
34.27,55,14.33,28.40,0.26,1
34.52,54,13.10,28.96,0.26,1
34.42,53,11.61,29.46,0.26,1
32.15,61,8.28,29.68,0.26,1
33.30,59,5.51,29.88,0.26,1
32.37,66,3.22,29.98,0.26,1
30.83,71,1.30,29.87,0.26,1
27.38,84,11.09,28.20,0.26,0
26.27,85,12.98,27.56,0.27,0
25.21,86,14.19,26.96,0.27,0
24.23,86,14.40,26.40,0.27,0
23.42,87,13.68,25.87,0.27,0
22.93,87,13.10,25.55,0.27,0
23.23,85,12.03,25.28,0.27,0
23.43,83,10.74,25.07,0.27,0
23.97,81,10.46,24.92,0.27,0
23.81,82,10.80,24.77,0.27,0
23.30,85,10.30,24.61,0.27,0
23.58,86,9.45,24.40,0.27,0
26.68,84,8.16,24.53,0.26,0
29.73,72,8.89,25.25,0.27,0
31.21,67,8.91,26.08,0.27,1
32.32,63,7.97,27.01,0.27,1
33.03,62,6.61,27.89,0.27,1
32.24,63,4.90,28.37,0.27,1
33.44,57,5.41,28.94,0.27,1
33.42,56,6.03,29.49,0.27,1
33.16,56,7.10,29.88,0.26,1
32.61,57,8.85,30.11,0.26,1
31.73,63,10.64,30.16,0.26,1
29.77,70,11.44,29.94,0.26,1
28.57,74,11.77,29.39,0.26,0
27.54,78,10.59,28.26,0.26,0
26.74,81,11.97,27.28,0.27,0
25.97,82,11.16,26.38,0.27,0
25.14,84,9.83,25.59,0.27,0
23.91,88,9.03,25.25,0.27,0
23.01,90,9.50,24.95,0.27,0
22.21,91,10.44,24.64,0.27,0
21.53,92,10.51,24.33,0.27,0
21.05,91,10.38,24.00,0.27,0
20.69,91,10.69,23.69,0.27,0
20.97,89,10.99,23.39,0.27,0
24.73,84,10.14,23.44,0.26,0
28.98,71,9.03,24.43,0.27,0
30.86,67,9.35,25.54,0.27,1
32.22,62,7.56,26.73,0.26,1
33.13,58,4.55,27.86,0.26,1
33.65,57,3.42,28.64,0.26,1
33.74,56,4.38,29.29,0.26,1
33.51,56,4.51,29.84,0.26,1
33.02,57,4.84,30.20,0.26,1
32.32,59,4.51,30.40,0.26,1
31.24,66,4.55,30.40,0.26,1
29.19,76,5.05,30.14,0.26,0
28.12,81,4.02,29.61,0.26,0
27.44,83,5.94,28.49,0.26,0
26.97,86,6.62,27.59,0.27,0
26.49,86,7.75,26.85,0.27,0
26.13,86,8.37,26.27,0.27,0
25.75,87,8.29,26.10,0.27,0
25.41,87,8.91,25.94,0.27,0
24.17,90,8.40,25.73,0.27,0
23.52,91,8.21,25.43,0.27,0
22.92,91,7.99,25.13,0.27,0
22.43,91,7.79,24.84,0.27,0
22.61,89,7.49,24.57,0.27,0
25.78,85,5.63,24.60,0.27,0
29.24,72,5.45,25.28,0.27,0
30.81,68,4.32,26.13,0.27,1
31.85,65,3.71,27.08,0.27,1
32.58,63,4.10,28.01,0.26,1
32.91,61,4.45,28.73,0.26,1
32.99,60,4.69,29.33,0.26,1
32.77,60,4.33,29.84,0.26,1
32.33,60,3.76,30.19,0.26,1
31.68,62,3.32,30.37,0.26,1
30.75,68,4.10,30.36,0.26,1
28.88,76,4.21,30.09,0.26,0
27.84,81,5.05,29.54,0.26,0
27.39,84,4.39,28.41,0.26,0
26.96,87,5.24,27.42,0.27,0
26.58,89,5.41,26.54,0.27,0
26.07,92,5.35,25.81,0.28,0
25.59,90,6.41,25.54,0.27,0
24.99,91,6.37,25.28,0.27,0
24.40,91,6.37,25.02,0.27,0
23.83,91,5.86,24.77,0.27,0
23.13,92,6.37,24.51,0.27,0
22.61,93,5.86,24.26,0.27,0
23.15,90,6.41,24.03,0.27,0
26.14,87,5.12,24.16,0.27,0
28.98,76,4.69,25.01,0.27,0
30.39,72,4.02,25.99,0.27,1
31.40,69,4.33,27.03,0.27,1
31.98,65,4.35,27.98,0.27,1
32.27,62,4.33,28.65,0.26,1
32.34,61,5.51,29.21,0.26,1
32.10,62,6.44,29.69,0.26,1
31.62,63,7.10,30.00,0.26,1
30.83,66,6.70,30.14,0.26,1
29.78,69,6.79,30.08,0.26,0
27.91,77,5.63,29.76,0.26,0
26.92,81,4.21,29.19,0.26,0
26.62,83,5.01,28.09,0.26,0
26.36,86,3.67,27.13,0.27,0
26.19,88,2.81,26.25,0.27,0
25.72,92,5.24,25.53,0.27,0
25.10,92,6.84,25.23,0.27,0
24.57,93,7.93,24.96,0.27,0
